#scaffold	subcluster_id	asmbl_acc	cdna_accs	alignment_description
gi|rev68722	623	asmbl_796	c1988_g0_i1,c3206_g0_i1,gi|42532584|gb|BX838501.1|BX838501,gi|56087121|gb|BP562318.2|BP562318	orient(a+/s?) align: 95187(1)-96190(1004)
gi|rev68723	624	asmbl_797	gi|19873615|gb|AV831555.1|AV831555,c835_g0_i1,c817_g0_i1,gi|19872230|gb|AV830170.1|AV830170	orient(a-/s-) align: 26(516)-252(290)>CT....AC<345(289)-512(122)>CT....AC<1060(121)-1180(1)
gi|rev68723	625	asmbl_798	gi|19798314|gb|AU229782.1|AU229782,gi|19846806|gb|AV812821.1|AV812821,gi|14532529|gb|AY039889.1|,gi|18655384|gb|AY077670.1|,gi|19801785|gb|AV782995.1|AV782995,c628_g0_i1,c330_g0_i1,c369_g0_i1,c117_g0_i1,c1192_g0_i1,c248_g0_i1,c721_g0_i1,c900_g0_i1,gi|19864318|gb|AV822278.1|AV822278,gi|19877757|gb|AU238588.1|AU238588,gi|26450552|dbj|AK117740.1|	orient(a+/s+) align: 5601(1)-5710(110)>GT....AG<5821(111)-6046(336)>GC....AG<6379(337)-6476(434)>GT....AG<6548(435)-6584(471)>GT....AG<6696(472)-7020(796)
gi|rev68723	626	asmbl_799	gi|40737596|gb|AY500320.1|,c1648_g0_i1	orient(a+/s?) align: 9542(1)-11561(2020)
gi|rev68723	627	asmbl_800	c1649_g0_i1,gi|40737597|gb|AY500321.1|	orient(a+/s+) align: 10022(1)-10470(449)>GT....AG<10584(450)-10663(529)>GT....AG<10860(530)-11561(1231)
gi|rev68723	628	asmbl_801	gi|59882560|gb|BP829374.1|BP829374,c3879_g0_i1	orient(a-/s?) align: 12831(358)-13188(1)
gi|rev68723	629	asmbl_802	gi|86040382|gb|DR336137.1|DR336137,c6327_g0_i1,c6611_g0_i1,gi|86072517|gb|DR368274.1|DR368274	orient(a+/s+) align: 14481(1)-14715(235)>GC....AG<14868(236)-14965(333)>GT....AG<15038(334)-15074(370)>GT....AG<15218(371)-15342(495)
gi|rev68723	630	asmbl_803	gi|86060352|gb|DR356109.1|DR356109,c309_g0_i1,c882_g0_i1,c3180_g0_i1,c3739_g0_i1,c3852_g0_i1,c3857_g0_i1,c4191_g0_i1,gi|42466851|emb|BX818977.1|CNS0A84Z,gi|42469064|emb|BX820307.1|CNS0A9HK,gi|49303044|gb|BP651574.1|BP651574,gi|19876647|gb|AU237478.1|AU237478,gi|453796|gb|Z29813.1|Z29813,gi|49299457|gb|BP647987.1|BP647987,gi|19743198|gb|AU228551.1|AU228551,gi|50253447|gb|BT015054.1|,gi|53828614|gb|BT015854.1|,gi|59848977|gb|BP812898.1|BP812898,gi|59879240|gb|BP826054.1|BP826054,gi|59879740|gb|BP826554.1|BP826554,gi|59927661|gb|BP866688.1|BP866688,c6483_g0_i1,c1718_g0_i1,c1862_g0_i1,c2031_g0_i1,c2906_g0_i1,c2945_g0_i1,c3131_g0_i1,c2032_g0_i1,c6482_g0_i1,gi|453797|gb|Z29814.1|Z29814,gi|86060351|gb|DR356108.1|DR356108	orient(a-/s-) align: 15963(1774)-16491(1246)>CT....AC<16576(1245)-16941(880)>CT....AC<17086(879)-17964(1)
gi|rev68723	631	asmbl_804	c3976_g0_i1,gi|50380168|gb|AY662956.1|,gi|59848574|gb|BP812495.1|BP812495,gi|8717268|gb|AV545854.1|AV545854,gi|8717969|gb|AV546555.1|AV546555,gi|8719552|gb|AV548139.1|AV548139,gi|8719571|gb|AV548158.1|AV548158,gi|8726215|gb|AV554801.1|AV554801,gi|8726268|gb|AV554853.1|AV554853,gi|8726319|gb|AV554904.1|AV554904,gi|8728228|gb|AV556813.1|AV556813,gi|59900968|gb|BP839997.1|BP839997,c7034_g0_i1,c7040_g0_i1,c7046_g0_i1,c7052_g0_i1,c7112_g0_i1,c7113_g0_i1,c7115_g0_i1,c7135_g0_i1,c3132_g0_i1,c3735_g0_i1,c3189_g0_i1,c7053_g0_i1,c7256_g0_i1,gi|55774573|gb|AY787211.1|,gi|8718904|gb|AV547490.1|AV547490,gi|936217|gb|T88379.1|T88379	orient(a-/s-) align: 18025(4643)-18805(3863)>CT....AC<18888(3862)-20104(2646)>CT....AC<20323(2645)-20419(2549)>CT....AC<20517(2548)-20656(2409)>CT....AC<20746(2408)-20871(2283)>CT....AC<21262(2282)-21372(2172)>CT....AC<21454(2171)-21535(2090)>CT....AC<21627(2089)-21772(1944)>CT....AC<21991(1943)-22184(1750)>CT....AC<22333(1749)-22411(1671)>CT....AC<22521(1670)-22631(1560)>CT....AC<22870(1559)-23002(1427)>CT....AC<23117(1426)-23391(1152)>CT....AC<23686(1151)-23793(1044)>CT....AC<23928(1043)-24053(918)>CT....AC<24140(917)-24224(833)>CT....AC<24320(832)-24402(750)>CT....AC<24517(749)-24597(669)>CT....AC<24805(668)-24885(588)>CT....AC<25266(587)-25340(513)>CT....AC<25434(512)-25854(92)>CT....AC<26070(91)-26160(1)
gi|rev68723	631	asmbl_805	c3976_g0_i1,gi|50380168|gb|AY662956.1|,gi|59848574|gb|BP812495.1|BP812495,gi|8717268|gb|AV545854.1|AV545854,gi|8717969|gb|AV546555.1|AV546555,gi|8719552|gb|AV548139.1|AV548139,gi|8719571|gb|AV548158.1|AV548158,gi|8726215|gb|AV554801.1|AV554801,gi|8726268|gb|AV554853.1|AV554853,gi|8726319|gb|AV554904.1|AV554904,gi|8728228|gb|AV556813.1|AV556813,gi|45861651|gb|AY496700.1|,gi|59900968|gb|BP839997.1|BP839997,c7034_g0_i1,c7040_g0_i1,c7046_g0_i1,c7052_g0_i1,c7112_g0_i1,c7113_g0_i1,c7115_g0_i1,c7135_g0_i1,c2047_g0_i1,c3132_g0_i1,c3735_g0_i1,c7053_g0_i1,c7256_g0_i1,gi|8718904|gb|AV547490.1|AV547490,gi|936217|gb|T88379.1|T88379	orient(a-/s-) align: 18025(4636)-18805(3856)>CT....AC<18888(3855)-20104(2639)>CT....AC<20323(2638)-20419(2542)>CT....AC<20517(2541)-20656(2402)>CT....AC<20746(2401)-20871(2276)>CT....AC<21262(2275)-21372(2165)>CT....AC<21454(2164)-21535(2083)>CT....AC<21627(2082)-21772(1937)>CT....AC<21991(1936)-22184(1743)>CT....AC<22333(1742)-22411(1664)>CT....AC<22521(1663)-22631(1553)>CT....AC<22870(1552)-23002(1420)>CT....AC<23117(1419)-23259(1277)>CT....AC<23347(1276)-23391(1232)>CT....AC<23686(1231)-23793(1124)>CT....AC<23928(1123)-24053(998)>CT....AC<24140(997)-24224(913)>CT....AC<24320(912)-24402(830)>CT....AC<24517(829)-24597(749)>CT....AC<24805(748)-24885(668)>CT....AC<25266(667)-25340(593)>CT....AC<25434(592)-25854(172)>CT....AC<26070(171)-26240(1)
gi|rev68723	632	asmbl_806	gi|9788798|gb|BE530808.1|BE530808,c7357_g0_i1	orient(a+/s?) align: 18801(1)-19054(254)
gi|rev68723	633	asmbl_807	gi|85910354|gb|DR231319.1|DR231319,gi|86061873|gb|DR357630.1|DR357630,gi|86061876|gb|DR357633.1|DR357633,gi|86061884|gb|DR357641.1|DR357641,gi|86061887|gb|DR357644.1|DR357644,gi|86061890|gb|DR357647.1|DR357647,gi|86061895|gb|DR357652.1|DR357652,gi|8690782|gb|AV530499.1|AV530499,gi|8696293|gb|AV536010.1|AV536010,c159_g0_i1,c192_g0_i1,c853_g0_i1,c1747_g0_i1,c1921_g0_i1,c2168_g0_i1,c2942_g0_i1,c3568_g0_i1,c3931_g0_i1,c3982_g0_i1,c5110_g0_i1,c5227_g0_i1,c6506_g0_i1,c6514_g0_i1,c6517_g0_i1,c6522_g0_i1,gi|42469497|emb|BX819425.1|CNS0A9WJ,gi|19741070|gb|AU226423.1|AU226423,gi|59841220|gb|BP805141.1|BP805141,gi|59852194|gb|BP816107.1|BP816107,gi|59928357|gb|BP867384.1|BP867384,gi|86061874|gb|DR357631.1|DR357631,gi|86061875|gb|DR357632.1|DR357632,gi|86061877|gb|DR357634.1|DR357634,gi|86061880|gb|DR357637.1|DR357637,gi|86061882|gb|DR357639.1|DR357639,gi|86061883|gb|DR357640.1|DR357640,gi|86061886|gb|DR357643.1|DR357643,gi|86061888|gb|DR357645.1|DR357645,gi|86061889|gb|DR357646.1|DR357646,gi|86061891|gb|DR357648.1|DR357648,gi|86061892|gb|DR357649.1|DR357649,gi|86061893|gb|DR357650.1|DR357650,gi|86061894|gb|DR357651.1|DR357651,gi|86061896|gb|DR357653.1|DR357653,gi|86061897|gb|DR357654.1|DR357654,gi|86061899|gb|DR357656.1|DR357656,gi|86061900|gb|DR357657.1|DR357657,gi|86061901|gb|DR357658.1|DR357658,gi|86061902|gb|DR357659.1|DR357659,gi|86061904|gb|DR357661.1|DR357661,gi|86061907|gb|DR357664.1|DR357664,gi|8697822|gb|AV537539.1|AV537539,gi|8720896|gb|AV549483.1|AV549483,gi|19874852|gb|AU235683.1|AU235683,gi|42467203|emb|BX821589.1|CNS0A829,gi|16974360|gb|AY060493.1|,gi|42470239|emb|BX821187.1|CNS0AAAE,gi|48983421|gb|BP567655.1|BP567655,gi|49032438|gb|BP583228.1|BP583228,gi|49156513|gb|BP589045.1|BP589045,gi|49302842|gb|BP651372.1|BP651372,gi|59796314|gb|BP798697.1|BP798697,gi|59887773|gb|BP834587.1|BP834587,gi|59901810|gb|BP840839.1|BP840839,gi|59904522|gb|BP843551.1|BP843551,gi|59908988|gb|BP848015.1|BP848015,gi|85904970|gb|DR225928.1|DR225928,c6491_g0_i1,c6493_g0_i1,c6494_g0_i1,c6495_g0_i1,c6498_g0_i1,c6501_g0_i1,c6502_g0_i1,c6504_g0_i1,c6505_g0_i1,c6507_g0_i1,c6508_g0_i1,c6510_g0_i1,c6511_g0_i1,c6512_g0_i1,c6513_g0_i1,c6515_g0_i1,c6516_g0_i1,c6518_g0_i1,c6519_g0_i1,c6520_g0_i1,c6903_g0_i1,c6949_g0_i1,c6970_g0_i1,c7066_g0_i1,c1883_g0_i1,c2363_g0_i1,c2413_g0_i1,c274_g0_i1,c3662_g0_i1,c3767_g0_i1,c4001_g0_i1,c4037_g0_i1,c4197_g0_i1,c1857_g0_i1,c2129_g0_i1,c3195_g0_i1,c3563_g0_i1,c3734_g0_i1,c4096_g0_i1,c4099_g0_i1,c6490_g0_i1,c6492_g0_i1,c6496_g0_i1,c6497_g0_i1,c6499_g0_i1,c6500_g0_i1,c6503_g0_i1,c6509_g0_i1,c6521_g0_i1,c6523_g0_i1,c6524_g0_i1,c6525_g0_i1,c6772_g0_i1,c7108_g0_i1,gi|15810183|gb|AY056106.1|,gi|42468897|emb|BX819029.1|CNS0A9PX,gi|48980797|gb|BP565031.1|BP565031,gi|56086376|gb|BP561300.2|BP561300,gi|59796077|gb|BP798460.1|BP798460,gi|59848523|gb|BP812444.1|BP812444,gi|59916446|gb|BP855473.1|BP855473,gi|59916675|gb|BP855702.1|BP855702,gi|86061872|gb|DR357629.1|DR357629,gi|86061878|gb|DR357635.1|DR357635,gi|86061879|gb|DR357636.1|DR357636,gi|86061881|gb|DR357638.1|DR357638,gi|86061885|gb|DR357642.1|DR357642,gi|86061898|gb|DR357655.1|DR357655,gi|86061903|gb|DR357660.1|DR357660,gi|86061905|gb|DR357662.1|DR357662,gi|86061906|gb|DR357663.1|DR357663,gi|86087231|gb|DR382990.1|DR382990,gi|8725885|gb|AV554472.1|AV554472	orient(a-/s-) align: 27949(840)-28351(438)>CT....AC<28749(437)-29011(175)>CT....AC<29506(174)-29679(1)
gi|rev68723	634	asmbl_808	c3295_g0_i1,c6913_g0_i1,gi|5842269|gb|AI995364.1|AI995364,gi|8692074|gb|AV531791.1|AV531791	orient(a+/s?) align: 29759(1)-30347(589)
gi|rev68723	635	asmbl_809	c1527_g0_i1,gi|38016505|gb|AY429370.1|	orient(a+/s+) align: 35731(1)-35799(69)>GT....AG<36285(70)-36599(384)>GT....AG<36678(385)-36794(501)>GT....AG<36896(502)-37066(672)
gi|rev68723	635	asmbl_810	c1525_g0_i1,gi|38016503|gb|AY429368.1|	orient(a+/s+) align: 35732(1)-35799(68)>GT....AG<36298(69)-36599(370)>GT....AG<36678(371)-36794(487)>GT....AG<36896(488)-37078(670)
gi|rev68723	636	asmbl_811	gi|38016504|gb|AY429369.1|,c1526_g0_i1	orient(a+/s?) align: 37188(1)-38016(829)
gi|rev68723	637	asmbl_812	gi|86080328|gb|DR376085.1|DR376085,gi|86081148|gb|DR376905.1|DR376905,c340_g0_i1,c2708_g0_i1,c2804_g0_i1,c3303_g0_i1,c3891_g0_i1,c6691_g0_i1,gi|59877260|gb|BP824086.1|BP824086,gi|59884166|gb|BP830980.1|BP830980,gi|85876879|gb|DR197837.1|DR197837,gi|85876884|gb|DR197842.1|DR197842,gi|19878304|gb|AU239135.1|AU239135,gi|21407916|gb|AY089142.1|,gi|29824367|gb|BT006160.1|,gi|30793800|gb|BT008526.1|,gi|49273388|gb|BP622206.1|BP622206,gi|49284665|gb|BP633413.1|BP633413,gi|5842922|gb|AI996017.1|AI996017,gi|19799122|gb|AU230412.1|AU230412,gi|59852094|gb|BP816007.1|BP816007,gi|59874613|gb|BP821673.1|BP821673,gi|59879322|gb|BP826136.1|BP826136,gi|59887658|gb|BP834472.1|BP834472,gi|85876877|gb|DR197835.1|DR197835,gi|85876878|gb|DR197836.1|DR197836,gi|85876880|gb|DR197838.1|DR197838,gi|85876881|gb|DR197839.1|DR197839,gi|85876883|gb|DR197841.1|DR197841,gi|85876885|gb|DR197843.1|DR197843,c6705_g0_i1,c909_g0_i1,c1055_g0_i1,c1373_g0_i1,c1384_g0_i1,c3764_g0_i1,c3812_g0_i1,c3836_g0_i1,c3853_g0_i1,c3928_g0_i1,c4808_g0_i1,c4809_g0_i1,c4810_g0_i1,c4811_g0_i1,c4812_g0_i1,c4814_g0_i1,c4815_g0_i1,c4813_g0_i1,c4816_g0_i1,gi|85876882|gb|DR197840.1|DR197840	orient(a-/s?) align: 39357(1165)-40521(1)
gi|rev68723	638	asmbl_813	c1863_g0_i1,c1881_g0_i1,c3370_g0_i1,gi|19837821|gb|AV803836.1|AV803836,gi|23297467|gb|AY150434.1|,gi|16604658|gb|AY059774.1|,gi|42469070|emb|BX820331.1|CNS0A9JI,gi|42469420|emb|BX819153.1|CNS0AA1W,gi|42535124|gb|BX841041.1|BX841041,gi|58799238|gb|BP778459.1|BP778459,gi|19825304|gb|AV791321.1|AV791321,c553_g0_i1,c1096_g0_i1,c177_g0_i1,c2014_g0_i1,c441_g0_i1,c481_g0_i1,c3342_g0_i1,c755_g0_i1,gi|19829669|gb|AV795686.1|AV795686,gi|19867513|gb|AV825453.1|AV825453,gi|5846062|gb|AI999157.1|AI999157	orient(a-/s-) align: 41302(2265)-41868(1699)>CT....AC<41954(1698)-42454(1198)>CT....AC<42582(1197)-42822(957)>CT....AC<42898(956)-43041(813)>CT....AC<43137(812)-43693(256)>CT....AC<44021(255)-44275(1)
gi|rev68723	639	asmbl_814	c484_g0_i1,gi|71035609|gb|DR750269.1|DR750269,gi|19868702|gb|AV826642.1|AV826642,gi|13517750|gb|AF344448.1|AF344448,gi|28059226|gb|BT003374.1|,gi|17065317|gb|AY062735.1|,gi|59266028|gb|BP787930.1|BP787930,gi|71035638|gb|DR750298.1|DR750298,gi|19829937|gb|AV795954.1|AV795954,c1317_g0_i1,c202_g0_i1,c3458_g0_i1,c4266_g0_i1,c4273_g0_i1,c7343_g0_i1,c772_g0_i1,c87_g0_i1,gi|9787625|gb|BE529724.1|BE529724	orient(a+/s+) align: 45134(1)-45199(66)>GT....AG<45282(67)-45400(185)>GT....AG<45860(186)-48472(2798)
gi|rev68723	640	asmbl_815	c541_g0_i1,c2483_g0_i1,c2673_g0_i1,gi|16604413|gb|AY058105.1|,gi|19836471|gb|AV802486.1|AV802486,gi|19870753|gb|AV828693.1|AV828693,gi|42467422|emb|BX819937.1|CNS0A8JE,gi|49166544|gb|BP599076.1|BP599076,gi|19699213|gb|AY090312.1|,gi|49270142|gb|BP618960.1|BP618960,gi|59261350|gb|BP785594.1|BP785594,c800_g0_i1,c176_g0_i1,c1758_g0_i1,c266_g0_i1,c3439_g0_i1,c3505_g0_i1,gi|59665878|gb|BP793364.1|BP793364	orient(a+/s+) align: 49773(1)-50946(1174)>GT....AG<51399(1175)-51657(1433)>GT....AG<51742(1434)-52112(1804)
gi|rev68723	641	asmbl_816	gi|85926748|gb|DR247720.1|DR247720,gi|85926759|gb|DR247731.1|DR247731,c5472_g0_i1,c5480_g0_i1,gi|42467448|emb|BX820006.1|CNS0A8FE,gi|85926747|gb|DR247719.1|DR247719,gi|85926749|gb|DR247721.1|DR247721,gi|85926752|gb|DR247724.1|DR247724,gi|85926753|gb|DR247725.1|DR247725,gi|85926755|gb|DR247727.1|DR247727,gi|85926757|gb|DR247729.1|DR247729,gi|85926758|gb|DR247730.1|DR247730,gi|19856996|gb|AV815177.1|AV815177,gi|8724713|gb|AV553300.1|AV553300,gi|23505836|gb|AY143839.1|,gi|32889882|gb|CB265109.1|CB265109,gi|42466871|emb|BX819205.1|CNS0A7Y3,gi|16612242|gb|AF439822.1|AF439822,gi|49316327|gb|BP664853.1|BP664853,gi|59846513|gb|BP810434.1|BP810434,c5470_g0_i1,c5471_g0_i1,c5474_g0_i1,c5475_g0_i1,c5476_g0_i1,c5478_g0_i1,c5481_g0_i1,c5482_g0_i1,c649_g0_i1,c7101_g0_i1,c1114_g0_i1,c1485_g0_i1,c1721_g0_i1,c178_g0_i1,c1759_g0_i1,c3050_g0_i1,c3709_g0_i1,c3112_g0_i1,c3136_g0_i1,c3328_g0_i1,c5473_g0_i1,c5477_g0_i1,c5479_g0_i1,c5483_g0_i1,c5484_g0_i1,c6585_g0_i1,c831_g0_i1,gi|19873214|gb|AV831154.1|AV831154,gi|493311|gb|Z33722.1|Z33722,gi|507041|gb|Z34725.1|Z34725,gi|5844740|gb|AI997835.1|AI997835,gi|85926750|gb|DR247722.1|DR247722,gi|85926751|gb|DR247723.1|DR247723,gi|85926754|gb|DR247726.1|DR247726,gi|85926756|gb|DR247728.1|DR247728,gi|85926760|gb|DR247732.1|DR247732,gi|85926761|gb|DR247733.1|DR247733,gi|86066881|gb|DR362638.1|DR362638	orient(a+/s+) align: 52936(1)-53473(538)>GT....AG<53567(539)-53659(631)>GT....AG<53734(632)-53865(763)>GT....AG<53943(764)-54037(858)>GT....AG<54162(859)-54241(938)>GT....AG<54393(939)-54449(995)>GT....AG<54582(996)-54674(1088)>GT....AG<54778(1089)-54852(1163)>GT....AG<55194(1164)-55629(1599)
gi|rev68723	642	asmbl_817	c1324_g0_i1,gi|28207137|gb|AY219122.1|	orient(a+/s?) align: 56158(1)-56934(777)
gi|rev68723	643	asmbl_818	gi|42467871|emb|BX818885.1|CNS0A8SD,gi|19796865|gb|AU228956.1|AU228956,gi|86085619|gb|DR381378.1|DR381378,gi|19877026|gb|AU237857.1|AU237857,gi|21404309|gb|AY085599.1|,gi|42467579|emb|BX820496.1|CNS0A8N5,gi|42467856|emb|BX818837.1|CNS0A8V7,gi|59918128|gb|BP857155.1|BP857155,c6755_g0_i1,c885_g0_i1,c1009_g0_i1,c1766_g0_i1,c1787_g0_i1,c1788_g0_i1,c312_g0_i1,c4108_g0_i1,c6444_g0_i1,gi|86054039|gb|DR349796.1|DR349796	orient(a+/s+) align: 58372(1)-58584(213)>GT....AG<58690(214)-58808(332)>GT....AG<58936(333)-59356(753)>GT....AG<59421(754)-59684(1017)>GT....AG<59774(1018)-59899(1143)>GT....AG<59977(1144)-60078(1245)>GT....AG<60170(1246)-60459(1535)
gi|rev68723	643	asmbl_819	gi|19796865|gb|AU228956.1|AU228956,gi|19877026|gb|AU237857.1|AU237857,gi|42467944|emb|BX819068.1|CNS0A91P,gi|59918128|gb|BP857155.1|BP857155,c885_g0_i1,c1792_g0_i1,c312_g0_i1,c4108_g0_i1,c6444_g0_i1,gi|86054039|gb|DR349796.1|DR349796	orient(a+/s+) align: 58372(1)-58584(213)>GT....AG<58690(214)-58808(332)>GT....AG<58936(333)-59356(753)>GT....AG<59421(754)-59684(1017)>GT....AG<59774(1018)-59899(1143)>GT....AG<59987(1144)-60078(1235)>GT....AG<60170(1236)-60459(1525)
gi|rev68723	644	asmbl_820	gi|19799370|gb|AU230660.1|AU230660,gi|39104589|dbj|AK118496.2|,gi|59884484|gb|BP831298.1|BP831298,c1539_g0_i1,c346_g0_i1,c3896_g0_i1,c915_g0_i1,gi|19878531|gb|AU239362.1|AU239362	orient(a+/s?) align: 61403(1)-62109(707)
gi|rev68723	645	asmbl_821	c2452_g0_i1,gi|42469529|emb|BX819537.1|CNS0A9ZX,gi|5845879|gb|AI998974.1|AI998974,gi|19877334|gb|AU238165.1|AU238165,gi|26449748|dbj|AK117327.1|,gi|32189294|gb|BT009652.1|,gi|42467943|emb|BX819057.1|CNS0A8VH,gi|49162316|gb|BP594848.1|BP594848,gi|49265692|gb|BP614510.1|BP614510,gi|19797503|gb|AU229305.1|AU229305,gi|59844145|gb|BP808066.1|BP808066,gi|85906275|gb|DR227233.1|DR227233,gi|85906276|gb|DR227234.1|DR227234,c887_g0_i1,c1178_g0_i1,c1791_g0_i1,c1886_g0_i1,c2624_g0_i1,c314_g0_i1,c3339_g0_i1,c3694_g0_i1,c5129_g0_i1,c1400_g0_i1,c1798_g0_i1,c1964_g0_i1,c4315_g0_i1,c5128_g0_i1,c5130_g0_i1,c6620_g0_i1,gi|42468028|emb|BX819304.1|CNS0A8T5,gi|42530915|gb|BX836832.1|BX836832,gi|7610559|gb|AV440202.1|AV440202,gi|85906274|gb|DR227232.1|DR227232,gi|86074383|gb|DR370140.1|DR370140	orient(a+/s?) align: 64595(1)-66744(2150)
gi|rev68723	646	asmbl_822	c2452_g0_i1,gi|5845879|gb|AI998974.1|AI998974,gi|42468238|emb|BX820681.1|CNS0A8OQ,gi|49162316|gb|BP594848.1|BP594848,gi|49265692|gb|BP614510.1|BP614510,gi|19797503|gb|AU229305.1|AU229305,c1813_g0_i1,c2624_g0_i1,c314_g0_i1,c3339_g0_i1,c4315_g0_i1,c6620_g0_i1,gi|7610559|gb|AV440202.1|AV440202,gi|86074383|gb|DR370140.1|DR370140	orient(a+/s+) align: 64628(1)-64742(115)>GT....AG<65222(116)-66744(1638)
gi|rev68723	647	asmbl_823	c642_g0_i1,c2929_g0_i1,c4955_g0_i1,c4958_g0_i1,gi|85887074|gb|DR208032.1|DR208032,gi|19856206|gb|AV814416.1|AV814416,gi|28059630|gb|BT003414.1|,gi|18253008|gb|AY072439.1|,gi|49301047|gb|BP649577.1|BP649577,gi|85887073|gb|DR208031.1|DR208031,gi|85887076|gb|DR208034.1|DR208034,gi|85887077|gb|DR208035.1|DR208035,c1318_g0_i1,c2056_g0_i1,c239_g0_i1,c4954_g0_i1,c4957_g0_i1,c4956_g0_i1,c4959_g0_i1,c6644_g0_i1,c829_g0_i1,gi|19873086|gb|AV831026.1|AV831026,gi|46368627|gb|CF773660.1|CF773660,gi|85887075|gb|DR208033.1|DR208033,gi|85887078|gb|DR208036.1|DR208036,gi|86076827|gb|DR372584.1|DR372584	orient(a-/s-) align: 67253(897)-67554(596)>CT....AC<67839(595)-67904(530)>CT....AC<68000(529)-68097(432)>CT....AC<68184(431)-68614(1)
gi|rev68723	648	asmbl_824	gi|85959954|gb|DR280933.1|DR280933,gi|8679513|gb|AV519986.1|AV519986,gi|8681843|gb|AV522316.1|AV522316,gi|19860610|gb|AV818691.1|AV818691,c416_g0_i1,c532_g0_i1,c678_g0_i1,c1428_g0_i1,c1452_g0_i1,c3381_g0_i1,c3402_g0_i1,c3753_g0_i1,c3970_g0_i1,c4452_g0_i1,c7170_g0_i1,gi|59664409|gb|BP791957.1|BP791957,gi|19826143|gb|AV792160.1|AV792160,gi|19834950|gb|AV800965.1|AV800965,gi|19836812|gb|AV802827.1|AV802827,gi|8681571|gb|AV522044.1|AV522044,gi|8694773|gb|AV534490.1|AV534490,gi|8697474|gb|AV537191.1|AV537191,gi|19862012|gb|AV820055.1|AV820055,gi|8731495|gb|AV560069.1|AV560069,gi|8732130|gb|AV560704.1|AV560704,gi|9785201|gb|BE527223.1|BE527223,gi|13605586|gb|AF361619.1|,gi|32882702|gb|CB257929.1|CB257929,gi|32885776|gb|CB261003.1|CB261003,gi|32885859|gb|CB261086.1|CB261086,gi|32889224|gb|CB264451.1|CB264451,gi|460465|gb|Z30832.1|Z30832,gi|49165491|gb|BP598023.1|BP598023,gi|19548074|gb|AY081832.1|,gi|49267719|gb|BP616537.1|BP616537,gi|49284122|gb|BP632870.1|BP632870,gi|49292973|gb|BP641503.1|BP641503,gi|58800230|gb|BP779451.1|BP779451,gi|58800231|gb|BP779452.1|BP779452,gi|58800936|gb|BP780157.1|BP780157,gi|59666135|gb|BP793621.1|BP793621,gi|59850871|gb|BP814784.1|BP814784,gi|59876420|gb|BP823430.1|BP823430,gi|59900209|gb|BP839238.1|BP839238,gi|19807326|gb|AV788536.1|AV788536,gi|59918319|gb|BP857346.1|BP857346,gi|59921773|gb|BP860800.1|BP860800,gi|19824924|gb|AV790941.1|AV790941,gi|19825031|gb|AV791048.1|AV791048,gi|8334413|gb|BE039397.1|BE039397,gi|19827381|gb|AV793398.1|AV793398,gi|19831463|gb|AV797480.1|AV797480,gi|19833431|gb|AV799446.1|AV799446,c543_g0_i1,c5710_g0_i1,c6803_g0_i1,c6819_g0_i1,c6822_g0_i1,c6941_g0_i1,c6966_g0_i1,c695_g0_i1,c7176_g0_i1,c7322_g0_i1,c89_g0_i1,c1451_g0_i1,c1478_g0_i1,c2048_g0_i1,c2475_g0_i1,c256_g0_i1,c2650_g0_i1,c2798_g0_i1,c2863_g0_i1,c3380_g0_i1,c3387_g0_i1,c3491_g0_i1,c3507_g0_i1,c3830_g0_i1,c4109_g0_i1,c436_g0_i1,c437_g0_i1,c451_g0_i1,c460_g0_i1,c504_g0_i1,c525_g0_i1,c1237_g0_i1,c2448_g0_i1,c2983_g0_i1,c3133_g0_i1,c3298_g0_i1,c3364_g0_i1,c3487_g0_i1,c4141_g0_i1,c4451_g0_i1,c5711_g0_i1,c7268_g0_i1,c784_g0_i1,gi|19869248|gb|AV827188.1|AV827188,gi|2747449|gb|AA728492.1|AA728492,gi|49161440|gb|BP593972.1|BP593972,gi|49308819|gb|BP657349.1|BP657349,gi|506585|gb|Z34542.1|Z34542,gi|5842411|gb|AI995576.1|AI995576,gi|58798678|gb|BP777899.1|BP777899,gi|58841240|gb|BP782061.1|BP782061,gi|59272509|gb|BP791165.1|BP791165,gi|8334305|gb|BE039289.1|BE039289,gi|85959955|gb|DR280934.1|DR280934,gi|937519|gb|R65022.1|R65022	orient(a+/s+) align: 71846(1)-72312(467)>GT....AG<72442(468)-72593(619)>GT....AG<72683(620)-72778(715)>GT....AG<72860(716)-72922(778)>GT....AG<73008(779)-73076(847)>GT....AG<73171(848)-73273(950)>GT....AG<73360(951)-73425(1016)>GT....AG<73571(1017)-73659(1105)>GT....AG<73762(1106)-74279(1623)
gi|rev68723	649	asmbl_825	gi|51870308|gb|BT015535.1|,c3143_g0_i1,c1652_g0_i1,gi|40737612|gb|AY500336.1|	orient(a-/s?) align: 81703(805)-82507(1)
gi|rev68723	650	asmbl_826	c917_g0_i1,c1205_g0_i1,gi|19878665|gb|AU239496.1|AU239496,gi|26452265|dbj|AK118622.1|,gi|28416868|gb|BT004719.1|,gi|5843634|gb|AI996729.1|AI996729,gi|59877854|gb|BP824668.1|BP824668,c1338_g0_i1,c3313_g0_i1,c3840_g0_i1,c1834_g0_i1,c348_g0_i1,gi|19799517|gb|AU230807.1|AU230807,gi|42468521|emb|BX821130.1|CNS0A99V	orient(a-/s?) align: 83722(618)-84339(1)
